Date,Survey.Country,Downloads.Internal,Website,STATCompiler,Spatial.Data.Repository,Mobile.App,Downloads.External
2021-08-01,Uganda,276,225,89,35,15,227
2021-09-01,Uganda,475,187,108,33,35,192
2021-10-01,Uganda,650,234,121,46,42,477
2021-11-01,Uganda,495,335,85,58,45,431
2021-12-01,Uganda,436,359,102,75,32,295
2022-01-01,Uganda,591,208,104,79,33,489
2022-02-01,Uganda,566,416,141,87,41,363
2022-03-01,Uganda,684,314,0,87,41,299
2022-04-01,Uganda,688,282,154,62,33,406
2022-05-01,Uganda,536,390,88,63,42,282
2022-06-01,Uganda,557,206,123,51,37,421
2022-07-01,Uganda,464,206,0,44,30,189
2022-08-01,Uganda,419,217,99,50,0,229
2022-09-01,Uganda,517,206,87,52,22,552
2022-10-01,Uganda,539,268,0,50,51,355
2022-11-01,Uganda,459,300,101,51,0,218
2022-12-01,Uganda,637,277,141,52,42,261
2023-01-01,Uganda,714,245,175,60,48,388
2023-02-01,Uganda,643,494,168,71,41,509
2023-03-01,Uganda,0,284,148,73,32,0
2013-09-01,Ghana,253,155,63,29,14,96
2013-10-01,Ghana,281,199,71,43,17,128
2013-11-01,Ghana,371,195,101,0,18,182
2013-12-01,Ghana,446,122,0,34,25,273
2014-01-01,Ghana,364,154,112,53,23,208
2014-02-01,Ghana,280,213,70,36,32,122
2014-03-01,Ghana,427,224,92,42,21,354
2014-04-01,Ghana,0,260,85,41,25,0
2014-05-01,Ghana,331,206,113,38,22,250
2014-06-01,Ghana,323,228,65,34,21,186
2014-07-01,Ghana,356,165,59,27,16,273
2014-08-01,Ghana,272,168,67,25,0,134
2014-09-01,Ghana,348,0,68,36,19,188
2014-10-01,Ghana,337,204,68,35,22,152
2014-11-01,Ghana,383,194,78,33,28,171
2014-12-01,Ghana,363,188,73,42,28,168
2015-01-01,Ghana,348,308,121,42,30,218
2015-02-01,Ghana,381,292,132,61,23,285
2015-03-01,Ghana,503,126,70,41,32,393
2015-04-01,Ghana,393,208,105,54,20,337
2015-05-01,Ghana,300,276,89,35,19,190
2015-06-01,Ghana,0,258,65,34,23,0
2015-07-01,Ghana,264,147,67,37,15,197
2015-08-01,Ghana,225,149,51,31,18,184
2015-09-01,Ghana,331,232,120,44,28,252
2015-10-01,Ghana,423,255,125,47,29,300
2015-11-01,Ghana,331,350,111,0,34,254
2015-12-01,Ghana,318,170,139,46,30,209
2016-01-01,Ghana,320,220,97,34,36,279
2016-02-01,Ghana,668,315,103,39,28,271
2016-03-01,Ghana,458,355,98,46,27,209
2016-04-01,Ghana,413,186,88,51,0,332
2016-05-01,Ghana,427,171,77,27,20,253
2016-06-01,Ghana,333,163,76,46,24,303
2016-07-01,Ghana,206,165,59,32,28,208
2016-08-01,Ghana,307,116,65,36,17,249
2016-09-01,Ghana,310,193,83,31,23,160
2016-10-01,Ghana,327,227,63,38,30,305
2016-11-01,Ghana,507,174,112,32,25,434
2016-12-01,Ghana,244,283,75,38,19,202
2017-01-01,Ghana,352,285,90,49,24,247
2017-02-01,Ghana,440,269,112,45,30,331
2017-03-01,Ghana,435,190,145,53,28,304
2017-04-01,Ghana,447,280,91,42,21,352
2017-05-01,Ghana,287,258,78,47,29,126
2017-06-01,Ghana,278,330,91,35,22,121
2017-07-01,Ghana,411,153,75,46,25,301
2017-08-01,Ghana,0,145,67,45,21,0
2017-09-01,Ghana,337,142,67,42,22,288
2017-10-01,Ghana,483,216,100,51,39,381
2017-11-01,Ghana,0,171,0,63,37,0
2017-12-01,Ghana,400,332,119,42,23,142
2018-01-01,Ghana,522,271,106,61,24,527
2018-02-01,Ghana,396,413,120,46,35,185
2018-03-01,Ghana,414,308,102,49,51,348
2018-04-01,Ghana,369,374,0,72,22,145
2018-05-01,Ghana,437,217,0,41,23,265
2018-06-01,Ghana,322,246,78,40,25,194
2018-07-01,Ghana,328,214,86,0,21,297
2018-08-01,Ghana,287,132,79,22,21,111
2018-09-01,Ghana,237,263,67,31,16,117
2018-10-01,Ghana,318,211,86,29,25,221
2018-11-01,Ghana,378,151,0,46,26,289
2018-12-01,Ghana,375,219,100,40,28,336
2019-01-01,Ghana,367,227,102,50,26,269
2019-02-01,Ghana,600,254,0,58,23,267
2019-03-01,Ghana,0,286,164,45,28,0
2019-04-01,Ghana,704,271,75,62,21,724
2019-05-01,Ghana,566,252,102,51,24,260
2019-06-01,Ghana,414,262,83,48,28,194
2019-07-01,Ghana,480,162,94,40,20,257
2019-08-01,Ghana,442,332,97,53,0,308
2019-09-01,Ghana,406,234,128,47,28,346
2019-10-01,Ghana,355,273,93,51,32,225
2019-11-01,Ghana,278,232,107,45,35,128
2019-12-01,Ghana,427,233,88,57,31,187
2020-01-01,Ghana,377,276,73,47,31,360
2020-02-01,Ghana,555,315,76,0,46,310
2020-03-01,Ghana,616,404,102,62,28,380
2020-04-01,Ghana,397,278,114,62,37,212
2020-05-01,Ghana,350,265,87,41,25,227
2020-06-01,Ghana,287,172,66,47,22,163
2020-07-01,Ghana,284,154,98,39,20,221
2020-08-01,Ghana,339,176,77,31,23,153
2020-09-01,Ghana,277,143,97,40,28,134
2020-10-01,Ghana,345,305,76,40,19,342
2020-11-01,Ghana,465,267,92,62,26,334
2020-12-01,Ghana,433,203,86,46,35,199
2021-01-01,Ghana,649,259,132,50,35,465
2021-02-01,Ghana,664,361,187,85,43,446
2021-03-01,Ghana,745,360,170,56,38,619
2021-04-01,Ghana,526,273,128,62,44,451
2021-05-01,Ghana,494,206,123,53,0,258
2021-06-01,Ghana,448,211,100,43,31,299
2021-07-01,Ghana,379,230,100,47,17,244
2021-08-01,Ghana,221,178,82,41,28,159
2021-09-01,Ghana,397,201,87,55,26,191
2021-10-01,Ghana,349,220,82,59,23,154
2021-11-01,Ghana,411,277,83,42,24,323
2021-12-01,Ghana,544,309,95,42,27,448
2022-01-01,Ghana,560,299,0,46,40,290
2022-02-01,Ghana,452,326,133,56,47,251
2022-03-01,Ghana,488,318,108,54,41,238
2022-04-01,Ghana,531,185,160,63,34,163
2022-05-01,Ghana,479,241,113,73,19,404
2022-06-01,Ghana,334,199,87,58,31,111
2022-07-01,Ghana,309,135,102,52,22,252
2022-08-01,Ghana,639,158,61,29,20,569
2022-09-01,Ghana,336,216,77,53,23,219
2022-10-01,Ghana,348,159,101,42,27,153
2022-11-01,Ghana,352,217,112,43,23,251
2022-12-01,Ghana,507,261,105,38,26,222
2023-01-01,Ghana,481,306,148,64,40,261
2023-02-01,Ghana,529,399,168,48,31,386
2023-03-01,Ghana,600,380,125,60,36,263
2013-09-01,Senegal,280,121,0,27,13,123
2013-10-01,Senegal,369,116,56,33,16,252
2013-11-01,Senegal,247,159,65,44,18,215
2013-12-01,Senegal,300,158,91,47,22,256
2014-01-01,Senegal,0,151,91,0,27,0
2014-02-01,Senegal,395,271,58,49,26,368
2014-03-01,Senegal,336,208,96,60,0,281
2014-04-01,Senegal,424,0,89,0,20,158
2014-05-01,Senegal,343,185,62,34,19,214
2014-06-01,Senegal,357,196,50,38,16,153
2014-07-01,Senegal,284,188,81,28,15,154
2014-08-01,Senegal,231,157,45,23,20,155
2014-09-01,Senegal,219,0,60,30,18,111
2014-10-01,Senegal,221,160,65,26,0,109
2014-11-01,Senegal,0,278,93,57,15,0
2014-12-01,Senegal,226,166,86,40,26,187
2015-01-01,Senegal,317,284,100,33,19,154
2015-02-01,Senegal,0,276,72,36,20,0
2015-03-01,Senegal,342,174,113,38,18,210
2015-04-01,Senegal,399,211,92,31,20,403
2015-05-01,Senegal,442,172,85,31,26,152
2015-06-01,Senegal,334,104,65,32,14,297
2015-07-01,Senegal,298,146,63,22,17,239
2015-08-01,Senegal,258,137,51,23,15,197
2015-09-01,Senegal,336,191,90,31,27,178
2015-10-01,Senegal,473,190,89,36,31,234
2015-11-01,Senegal,393,250,57,50,21,147
2015-12-01,Senegal,313,203,117,49,24,161
2016-01-01,Senegal,306,232,73,57,30,125
2016-02-01,Senegal,379,219,79,37,33,363
2016-03-01,Senegal,446,151,102,35,30,514
2016-04-01,Senegal,390,179,84,36,30,295
2016-05-01,Senegal,298,188,60,35,19,274
2016-06-01,Senegal,241,138,71,32,17,133
2016-07-01,Senegal,364,201,67,34,19,258
2016-08-01,Senegal,263,117,53,29,19,170
2016-09-01,Senegal,166,119,50,35,16,76
2016-10-01,Senegal,333,125,102,41,19,204
2016-11-01,Senegal,306,209,77,35,27,190
2016-12-01,Senegal,384,174,108,50,27,162
2017-01-01,Senegal,0,210,99,37,20,0
2017-02-01,Senegal,357,336,109,63,19,318
2017-03-01,Senegal,516,253,88,37,28,277
2017-04-01,Senegal,380,243,72,0,28,250
2017-05-01,Senegal,424,189,87,37,24,218
2017-06-01,Senegal,294,150,92,46,18,131
2017-07-01,Senegal,460,160,81,45,16,296
2017-08-01,Senegal,238,129,101,0,21,166
2017-09-01,Senegal,229,129,74,28,24,98
2017-10-01,Senegal,407,223,81,48,30,305
2017-11-01,Senegal,405,265,83,38,31,225
2017-12-01,Senegal,372,337,127,75,31,247
2018-01-01,Senegal,504,231,0,80,31,272
2018-02-01,Senegal,343,289,112,46,28,210
2018-03-01,Senegal,587,163,92,43,26,381
2018-04-01,Senegal,343,210,76,39,27,255
2018-05-01,Senegal,279,155,68,38,22,182
2018-06-01,Senegal,275,163,62,34,14,220
2018-07-01,Senegal,207,131,54,30,16,125
2018-08-01,Senegal,250,224,67,35,20,224
2018-09-01,Senegal,275,156,49,27,15,211
2018-10-01,Senegal,317,141,93,33,18,232
2018-11-01,Senegal,0,119,79,32,22,0
2018-12-01,Senegal,402,214,85,57,0,205
2019-01-01,Senegal,421,289,96,48,27,238
2019-02-01,Senegal,479,233,65,61,31,414
2019-03-01,Senegal,388,186,0,46,28,143
2019-04-01,Senegal,346,223,99,49,38,231
2019-05-01,Senegal,369,245,110,48,29,189
2019-06-01,Senegal,350,210,104,51,19,200
2019-07-01,Senegal,244,199,73,26,19,143
2019-08-01,Senegal,396,290,99,65,29,189
2019-09-01,Senegal,466,193,75,37,26,190
2019-10-01,Senegal,401,217,72,40,21,234
2019-11-01,Senegal,434,221,92,50,25,263
2019-12-01,Senegal,466,186,79,40,27,429
2020-01-01,Senegal,326,254,126,41,31,239
2020-02-01,Senegal,338,320,96,51,27,128
2020-03-01,Senegal,351,222,114,45,32,314
2020-04-01,Senegal,358,226,105,44,22,299
2020-05-01,Senegal,357,275,103,50,37,219
2020-06-01,Senegal,269,174,97,34,19,180
2020-07-01,Senegal,307,160,66,42,17,223
2020-08-01,Senegal,302,181,66,34,17,227
2020-09-01,Senegal,294,147,83,33,17,227
2020-10-01,Senegal,396,129,82,37,23,152
2020-11-01,Senegal,397,164,113,38,21,341
2020-12-01,Senegal,436,207,70,48,24,263
2021-01-01,Senegal,301,174,89,0,26,250
2021-02-01,Senegal,696,219,167,63,31,535
2021-03-01,Senegal,538,251,113,46,34,332
2021-04-01,Senegal,536,227,143,74,35,513
2021-05-01,Senegal,538,181,82,41,27,323
2021-06-01,Senegal,193,248,92,29,22,109
2021-07-01,Senegal,322,162,70,36,24,178
2021-08-01,Senegal,285,200,0,40,17,258
2021-09-01,Senegal,329,149,74,38,23,264
2021-10-01,Senegal,418,280,0,46,25,288
2021-11-01,Senegal,234,179,102,44,36,173
2021-12-01,Senegal,449,239,107,48,20,279
2022-01-01,Senegal,431,325,0,68,20,330
2022-02-01,Senegal,712,197,113,67,0,420
2022-03-01,Senegal,497,262,127,47,42,227
2022-04-01,Senegal,461,317,85,43,33,204
2022-05-01,Senegal,466,238,89,40,22,235
2022-06-01,Senegal,276,271,74,45,20,204
2022-07-01,Senegal,300,210,66,36,19,205
2022-08-01,Senegal,291,153,112,34,20,213
2022-09-01,Senegal,385,206,67,27,24,218
2022-10-01,Senegal,320,182,85,43,18,181
2022-11-01,Senegal,403,310,82,47,23,169
2022-12-01,Senegal,439,215,78,44,21,210
2023-01-01,Senegal,336,304,111,35,23,261
2023-02-01,Senegal,527,345,83,57,38,412
2023-03-01,Senegal,649,281,127,62,33,587
2013-09-01,Mali,188,0,36,17,10,113
2013-10-01,Mali,148,94,0,26,10,106
2013-11-01,Mali,206,80,0,22,16,95
2013-12-01,Mali,219,115,0,26,18,81
2014-01-01,Mali,212,106,0,26,13,171
2014-02-01,Mali,275,121,50,0,16,202
2014-03-01,Mali,221,194,60,26,17,88
2014-04-01,Mali,232,168,63,33,17,212
2014-05-01,Mali,219,110,65,24,17,138
2014-06-01,Mali,215,154,37,14,17,114
2014-07-01,Mali,166,105,0,19,13,150
2014-08-01,Mali,137,91,44,15,11,108
2014-09-01,Mali,175,111,33,18,11,102
2014-10-01,Mali,189,103,44,30,13,69
2014-11-01,Mali,256,0,51,19,15,218
2014-12-01,Mali,159,124,53,25,18,116
2015-01-01,Mali,233,174,65,19,14,132
2015-02-01,Mali,334,140,53,34,27,311
2015-03-01,Mali,179,133,0,28,16,149
2015-04-01,Mali,279,0,0,24,10,277
2015-05-01,Mali,0,120,47,0,18,0
2015-06-01,Mali,239,77,0,20,13,202
2015-07-01,Mali,159,108,60,20,14,157
2015-08-01,Mali,162,95,0,29,0,68
2015-09-01,Mali,202,141,0,21,16,99
2015-10-01,Mali,213,155,0,26,17,74
2015-11-01,Mali,245,138,50,22,14,215
2015-12-01,Mali,221,153,46,33,15,216
2016-01-01,Mali,0,117,0,20,15,0
2016-02-01,Mali,288,147,42,27,14,234
2016-03-01,Mali,0,112,61,28,13,0
2016-04-01,Mali,237,120,72,22,16,167
2016-05-01,Mali,277,142,54,21,11,304
2016-06-01,Mali,207,0,58,18,14,103
2016-07-01,Mali,152,109,26,21,0,78
2016-08-01,Mali,199,74,37,20,0,145
2016-09-01,Mali,0,120,27,0,13,0
2016-10-01,Mali,159,0,0,20,19,81
2016-11-01,Mali,235,0,54,0,14,177
2016-12-01,Mali,238,105,44,23,12,223
2017-01-01,Mali,173,158,69,23,20,119
2017-02-01,Mali,0,171,63,0,0,0
2017-03-01,Mali,332,191,64,32,24,176
2017-04-01,Mali,237,199,0,22,16,110
2017-05-01,Mali,281,121,48,0,18,204
2017-06-01,Mali,239,0,59,29,14,120
2017-07-01,Mali,183,113,46,21,10,134
2017-08-01,Mali,111,81,44,31,12,83
2017-09-01,Mali,157,0,55,21,14,73
2017-10-01,Mali,277,116,70,32,16,274
2017-11-01,Mali,231,202,61,27,0,92
2017-12-01,Mali,0,0,0,34,0,0
2018-01-01,Mali,208,184,0,29,16,187
2018-02-01,Mali,322,91,72,26,13,183
2018-03-01,Mali,0,142,57,25,14,0
2018-04-01,Mali,269,165,50,26,20,121
2018-05-01,Mali,292,128,55,31,16,142
2018-06-01,Mali,205,0,61,22,0,130
2018-07-01,Mali,179,141,0,30,11,136
2018-08-01,Mali,243,103,0,18,12,124
2018-09-01,Mali,256,109,49,15,13,143
2018-10-01,Mali,200,0,39,14,17,120
2018-11-01,Mali,0,99,66,20,15,0
2018-12-01,Mali,183,150,0,31,21,121
2019-01-01,Mali,0,142,0,34,17,0
2019-02-01,Mali,373,153,60,29,0,146
2019-03-01,Mali,265,0,84,29,15,230
2019-04-01,Mali,233,160,47,38,26,156
2019-05-01,Mali,218,77,54,29,18,115
2019-06-01,Mali,0,95,0,0,0,0
2019-07-01,Mali,166,113,46,25,14,94
2019-08-01,Mali,324,136,50,38,14,114
2019-09-01,Mali,223,167,79,25,0,153
2019-10-01,Mali,0,178,55,28,23,0
2019-11-01,Mali,259,126,61,22,0,240
2019-12-01,Mali,268,139,48,26,0,124
2020-01-01,Mali,267,0,0,30,18,224
2020-02-01,Mali,0,178,46,31,15,0
2020-03-01,Mali,218,0,52,24,15,101
2020-04-01,Mali,246,131,62,21,23,176
2020-05-01,Mali,0,96,65,27,18,0
2020-06-01,Mali,252,0,61,20,12,134
2020-07-01,Mali,0,113,58,18,13,0
2020-08-01,Mali,255,118,50,0,13,161
2020-09-01,Mali,243,97,0,0,10,231
2020-10-01,Mali,220,123,53,22,15,125
2020-11-01,Mali,0,157,63,0,0,0
2020-12-01,Mali,0,186,71,0,14,0
2021-01-01,Mali,355,0,0,29,19,327
2021-02-01,Mali,453,301,93,37,26,286
2021-03-01,Mali,344,175,0,36,21,307
2021-04-01,Mali,290,144,97,40,23,183
2021-05-01,Mali,332,173,58,32,14,193
2021-06-01,Mali,194,161,48,22,10,130
2021-07-01,Mali,201,109,0,25,14,120
2021-08-01,Mali,0,81,53,17,11,0
2021-09-01,Mali,211,94,45,22,11,139
2021-10-01,Mali,237,123,43,23,11,154
2021-11-01,Mali,0,129,46,0,13,0
2021-12-01,Mali,332,190,56,30,16,175
2022-01-01,Mali,312,120,88,30,23,138
2022-02-01,Mali,0,147,65,36,18,0
2022-03-01,Mali,352,210,67,37,22,175
2022-04-01,Mali,320,141,68,25,17,164
2022-05-01,Mali,331,176,81,24,18,342
2022-06-01,Mali,209,146,48,31,17,183
2022-07-01,Mali,159,103,53,28,15,83
2022-08-01,Mali,0,114,0,0,14,0
2022-09-01,Mali,180,109,45,0,16,116
2022-10-01,Mali,208,121,52,24,16,134
2022-11-01,Mali,258,184,65,31,17,104
2022-12-01,Mali,0,0,66,27,22,0
2023-01-01,Mali,342,216,53,26,16,212
2023-02-01,Mali,0,169,104,0,20,0
2023-03-01,Mali,211,141,91,37,23,85
2013-09-01,Mozambique,134,58,27,16,9,96
2013-10-01,Mozambique,179,0,28,14,9,78
2013-11-01,Mozambique,167,113,35,17,11,153
2013-12-01,Mozambique,201,67,48,24,9,89
2014-01-01,Mozambique,212,113,37,18,13,160
2014-02-01,Mozambique,205,93,0,20,0,155
2014-03-01,Mozambique,143,0,41,0,11,105
2014-04-01,Mozambique,0,113,0,0,13,0
2014-05-01,Mozambique,0,86,42,23,0,0
2014-06-01,Mozambique,221,112,40,18,9,129
2014-07-01,Mozambique,161,73,29,17,8,95
2014-08-01,Mozambique,116,61,36,0,11,64
2014-09-01,Mozambique,98,80,29,20,7,54
2014-10-01,Mozambique,204,0,51,14,9,195
2014-11-01,Mozambique,0,114,27,19,0,0
2014-12-01,Mozambique,174,101,46,16,0,109
2015-01-01,Mozambique,185,120,49,22,14,179
2015-02-01,Mozambique,283,91,51,26,12,178
2015-03-01,Mozambique,187,0,55,19,0,76
2015-04-01,Mozambique,263,105,0,21,10,180
2015-05-01,Mozambique,159,0,41,28,11,168
2015-06-01,Mozambique,194,96,0,18,13,193
2015-07-01,Mozambique,0,0,28,20,9,0
2015-08-01,Mozambique,157,82,35,15,9,86
2015-09-01,Mozambique,0,118,58,22,14,0
2015-10-01,Mozambique,259,0,45,24,0,193
2015-11-01,Mozambique,251,134,36,34,0,174
2015-12-01,Mozambique,152,108,55,20,9,75
2016-01-01,Mozambique,231,148,45,21,13,132
2016-02-01,Mozambique,0,103,47,25,11,0
2016-03-01,Mozambique,200,114,42,28,16,174
2016-04-01,Mozambique,179,106,42,19,11,95
2016-05-01,Mozambique,200,81,38,19,11,169
2016-06-01,Mozambique,221,0,47,17,15,131
2016-07-01,Mozambique,153,88,32,21,0,87
2016-08-01,Mozambique,106,76,39,17,10,74
2016-09-01,Mozambique,182,99,29,17,9,154
2016-10-01,Mozambique,174,76,57,14,8,143
2016-11-01,Mozambique,0,123,41,19,8,0
2016-12-01,Mozambique,165,90,52,23,16,75
2017-01-01,Mozambique,152,131,0,34,17,106
2017-02-01,Mozambique,223,153,0,25,18,182
2017-03-01,Mozambique,0,146,44,29,15,0
2017-04-01,Mozambique,215,145,40,28,19,175
2017-05-01,Mozambique,197,127,53,0,11,92
2017-06-01,Mozambique,174,112,42,31,0,98
2017-07-01,Mozambique,196,116,36,23,11,115
2017-08-01,Mozambique,158,130,43,19,9,102
2017-09-01,Mozambique,0,113,32,16,9,0
2017-10-01,Mozambique,196,119,0,22,14,114
2017-11-01,Mozambique,391,103,57,30,15,295
2017-12-01,Mozambique,247,127,47,25,0,231
2018-01-01,Mozambique,0,130,51,29,17,0
2018-02-01,Mozambique,257,136,0,25,19,137
2018-03-01,Mozambique,219,93,46,0,13,100
2018-04-01,Mozambique,250,110,54,30,10,167
2018-05-01,Mozambique,217,144,53,21,11,181
2018-06-01,Mozambique,0,0,42,0,15,0
2018-07-01,Mozambique,187,81,28,0,15,135
2018-08-01,Mozambique,169,0,47,22,0,102
2018-09-01,Mozambique,156,85,31,0,10,65
2018-10-01,Mozambique,178,96,32,19,14,108
2018-11-01,Mozambique,0,0,0,23,13,0
2018-12-01,Mozambique,306,0,52,29,11,222
2019-01-01,Mozambique,190,143,49,0,0,98
2019-02-01,Mozambique,288,141,64,0,18,140
2019-03-01,Mozambique,310,151,71,27,16,266
2019-04-01,Mozambique,233,0,65,30,14,117
2019-05-01,Mozambique,174,93,47,19,0,69
2019-06-01,Mozambique,315,113,59,24,14,184
2019-07-01,Mozambique,0,0,31,0,10,0
2019-08-01,Mozambique,185,142,49,35,0,140
2019-09-01,Mozambique,257,153,72,26,13,170
2019-10-01,Mozambique,239,138,61,20,13,167
2019-11-01,Mozambique,229,126,62,0,15,175
2019-12-01,Mozambique,263,134,77,0,8,188
2020-01-01,Mozambique,269,148,65,0,15,222
2020-02-01,Mozambique,256,109,57,27,26,221
2020-03-01,Mozambique,237,105,52,21,16,104
2020-04-01,Mozambique,182,0,45,0,14,86
2020-05-01,Mozambique,222,104,42,22,12,72
2020-06-01,Mozambique,0,0,46,0,12,0
2020-07-01,Mozambique,171,107,64,21,12,88
2020-08-01,Mozambique,181,82,44,17,10,122
2020-09-01,Mozambique,0,77,0,13,10,0
2020-10-01,Mozambique,234,103,43,0,12,100
2020-11-01,Mozambique,218,99,44,23,12,117
2020-12-01,Mozambique,236,105,62,45,15,156
2021-01-01,Mozambique,0,151,54,35,15,0
2021-02-01,Mozambique,275,228,68,50,18,148
2021-03-01,Mozambique,310,109,76,41,17,152
2021-04-01,Mozambique,333,169,68,0,27,176
2021-05-01,Mozambique,219,142,65,21,11,199
2021-06-01,Mozambique,157,0,82,27,15,160
2021-07-01,Mozambique,173,121,50,16,13,141
2021-08-01,Mozambique,120,134,59,19,12,95
2021-09-01,Mozambique,159,69,40,19,10,108
2021-10-01,Mozambique,202,143,0,24,11,140
2021-11-01,Mozambique,290,123,0,0,12,149
2021-12-01,Mozambique,213,112,50,29,13,157
2022-01-01,Mozambique,239,0,77,26,16,93
2022-02-01,Mozambique,0,156,56,24,19,0
2022-03-01,Mozambique,317,167,52,22,18,254
2022-04-01,Mozambique,246,121,63,29,18,210
2022-05-01,Mozambique,302,0,53,24,13,248
2022-06-01,Mozambique,210,117,47,24,15,101
2022-07-01,Mozambique,170,161,41,18,0,71
2022-08-01,Mozambique,166,116,31,24,0,123
2022-09-01,Mozambique,189,109,45,21,0,148
2022-10-01,Mozambique,0,111,36,16,12,0
2022-11-01,Mozambique,257,89,57,0,14,228
2022-12-01,Mozambique,230,147,68,33,10,108
2023-01-01,Mozambique,301,175,68,26,14,126
2023-02-01,Mozambique,285,169,67,22,16,185
2023-03-01,Mozambique,269,184,89,0,13,173
2013-09-01,Zambia,0,97,26,16,8,0
2013-10-01,Zambia,0,0,30,15,0,0
2013-11-01,Zambia,194,90,33,13,7,99
2013-12-01,Zambia,0,0,48,20,0,0
2014-01-01,Zambia,0,103,36,28,10,0
2014-02-01,Zambia,206,0,42,26,13,122
2014-03-01,Zambia,239,104,53,20,11,122
2014-04-01,Zambia,178,170,35,19,12,124
2014-05-01,Zambia,168,0,38,0,11,100
2014-06-01,Zambia,141,82,38,0,0,106
2014-07-01,Zambia,164,0,28,15,8,122
2014-08-01,Zambia,159,80,0,19,6,110
2014-09-01,Zambia,135,95,43,0,6,95
2014-10-01,Zambia,134,79,38,18,11,56
2014-11-01,Zambia,174,89,41,16,0,145
2014-12-01,Zambia,197,86,45,20,9,147
2015-01-01,Zambia,216,105,29,20,12,130
2015-02-01,Zambia,0,111,41,0,10,0
2015-03-01,Zambia,177,0,43,25,13,109
2015-04-01,Zambia,0,130,46,0,11,0
2015-05-01,Zambia,150,118,40,19,10,104
2015-06-01,Zambia,185,98,0,0,13,95
2015-07-01,Zambia,0,0,0,19,10,0
2015-08-01,Zambia,132,78,43,17,9,58
2015-09-01,Zambia,246,0,0,29,13,199
2015-10-01,Zambia,164,104,44,21,12,85
2015-11-01,Zambia,259,119,35,17,12,159
2015-12-01,Zambia,177,128,41,18,10,121
2016-01-01,Zambia,0,134,35,22,0,0
2016-02-01,Zambia,195,111,44,28,12,119
2016-03-01,Zambia,190,121,38,0,12,136
2016-04-01,Zambia,195,105,54,20,10,167
2016-05-01,Zambia,268,134,39,19,12,204
2016-06-01,Zambia,178,114,31,26,11,72
2016-07-01,Zambia,0,94,32,15,9,0
2016-08-01,Zambia,180,0,33,14,0,115
2016-09-01,Zambia,100,64,32,12,12,62
2016-10-01,Zambia,192,83,36,0,12,83
2016-11-01,Zambia,144,0,37,22,11,82
2016-12-01,Zambia,176,94,43,20,0,90
2017-01-01,Zambia,0,112,52,18,13,0
2017-02-01,Zambia,187,0,49,20,18,83
2017-03-01,Zambia,239,135,47,24,0,117
2017-04-01,Zambia,288,0,60,15,10,241
2017-05-01,Zambia,0,0,28,18,9,0
2017-06-01,Zambia,159,81,43,21,10,86
2017-07-01,Zambia,185,77,58,0,10,167
2017-08-01,Zambia,110,91,31,19,0,59
2017-09-01,Zambia,160,94,26,13,11,120
2017-10-01,Zambia,244,126,51,16,15,167
2017-11-01,Zambia,233,0,60,23,15,77
2017-12-01,Zambia,177,106,48,22,11,116
2018-01-01,Zambia,180,114,0,18,13,140
2018-02-01,Zambia,231,121,0,23,12,207
2018-03-01,Zambia,204,0,66,20,10,145
2018-04-01,Zambia,246,97,71,26,15,110
2018-05-01,Zambia,161,95,46,21,10,107
2018-06-01,Zambia,0,145,0,15,14,0
2018-07-01,Zambia,144,0,0,15,0,103
2018-08-01,Zambia,151,0,28,14,0,135
2018-09-01,Zambia,145,78,29,13,8,103
2018-10-01,Zambia,124,120,35,20,10,83
2018-11-01,Zambia,153,0,34,22,14,110
2018-12-01,Zambia,251,94,0,0,12,203
2019-01-01,Zambia,253,131,41,31,13,167
2019-02-01,Zambia,210,153,40,16,9,159
2019-03-01,Zambia,234,0,57,0,12,147
2019-04-01,Zambia,0,130,40,21,13,0
2019-05-01,Zambia,211,98,38,20,0,83
2019-06-01,Zambia,196,0,56,11,10,101
2019-07-01,Zambia,194,55,44,18,0,95
2019-08-01,Zambia,237,104,38,23,0,135
2019-09-01,Zambia,187,143,40,25,13,91
2019-10-01,Zambia,198,100,55,21,9,119
2019-11-01,Zambia,0,120,49,34,16,0
2019-12-01,Zambia,194,144,42,26,10,157
2020-01-01,Zambia,180,129,62,20,12,71
2020-02-01,Zambia,181,123,43,25,17,72
2020-03-01,Zambia,185,113,50,22,16,150
2020-04-01,Zambia,272,0,57,0,13,189
2020-05-01,Zambia,0,119,0,22,9,0
2020-06-01,Zambia,212,100,46,15,0,89
2020-07-01,Zambia,158,103,31,21,0,137
2020-08-01,Zambia,0,90,37,16,7,0
2020-09-01,Zambia,173,121,49,14,9,107
2020-10-01,Zambia,0,0,38,13,11,0
2020-11-01,Zambia,0,133,36,19,16,0
2020-12-01,Zambia,175,110,53,28,0,70
2021-01-01,Zambia,202,0,0,0,19,159
2021-02-01,Zambia,402,193,67,0,14,230
2021-03-01,Zambia,226,137,72,26,0,123
2021-04-01,Zambia,291,0,90,35,16,116
2021-05-01,Zambia,0,142,58,24,18,0
2021-06-01,Zambia,211,124,55,0,0,87
2021-07-01,Zambia,207,86,37,23,12,204
2021-08-01,Zambia,171,111,39,23,10,94
2021-09-01,Zambia,164,96,31,21,9,126
2021-10-01,Zambia,178,80,37,19,10,160
2021-11-01,Zambia,244,137,42,22,11,235
2021-12-01,Zambia,248,147,38,29,10,110
2022-01-01,Zambia,227,142,76,27,13,104
